,California,Florida,Kansas,Virginia,Texas,North Carolina,New York,Arizona,New Jersey,Michigan,Massachusetts,Georgia,Tennessee,Hawaii,Illinois,Nevada,Montana,Colorado,Missouri,Minnesota,Oregon,Utah,the District of Columbia,Washington,New Hampshire,Pennsylvania,Alabama,Idaho,Wisconsin,Vermont,South Carolina,Rhode Island,Indiana,Nebraska,Alaska,Connecticut,Wyoming,Ohio,West Virginia,Arkansas,Kentucky,Maryland,Delaware,New Mexico,Maine,Oklahoma,Mississippi,Iowa,South Dakota,Louisiana,North Dakota
2007-07-01,500752.0,262350.0,126079.0,286625.0,145509.0,177097.0,273472.0,272398.0,391500.0,147387.0,367880.0,180591.0,152751.0,547329.0,236616.0,333846.0,218900.0,254300.0,145932.0,225191.0,295102.0,257008.0,463717.0,323726.0,265030.0,180051.0,138016.0,204245.0,172971.0,237133.0,176299.0,308334.0,124298.0,134423.0,239193.0,323693.0,205054.0,134581.0,94639.0,112677.0,118168.0,365430.0,279780.0,197399.0,214111.0,106067.0,118408.0,124677.0,152913.0,156804.0,
2007-08-01,495657.0,258995.0,126404.0,285197.0,145995.0,177631.0,273555.0,269929.0,389456.0,146623.0,366309.0,180591.0,153015.0,546716.0,236122.0,330006.0,219489.0,254430.0,145858.0,224406.0,295160.0,259973.0,463506.0,324251.0,264512.0,180253.0,138147.0,204610.0,172866.0,237004.0,176422.0,306661.0,124229.0,134354.0,239869.0,322889.0,205770.0,134300.0,94775.0,112855.0,118265.0,364393.0,279802.0,198130.0,214090.0,106395.0,118533.0,124798.0,153398.0,157189.0,
2007-09-01,489715.0,255621.0,126713.0,284011.0,146455.0,178017.0,273524.0,266980.0,387598.0,145505.0,364787.0,180392.0,153078.0,545396.0,235347.0,325572.0,220073.0,254043.0,145709.0,223555.0,295104.0,261901.0,463488.0,324355.0,263923.0,180306.0,138228.0,204900.0,172777.0,237211.0,176477.0,305686.0,124110.0,134461.0,240809.0,322406.0,206247.0,134121.0,94836.0,112930.0,118345.0,363329.0,279308.0,198151.0,214395.0,106630.0,118737.0,124913.0,153712.0,157463.0,
2007-10-01,483593.0,252158.0,126987.0,283033.0,146862.0,178316.0,273766.0,264325.0,385936.0,144461.0,362964.0,180095.0,153038.0,545257.0,234577.0,321412.0,220759.0,253408.0,145482.0,222828.0,294574.0,263355.0,464196.0,323436.0,263202.0,180348.0,138302.0,205071.0,172828.0,237763.0,176322.0,304337.0,124135.0,134012.0,241725.0,321806.0,206923.0,133867.0,94909.0,113003.0,118475.0,361519.0,279205.0,198139.0,215175.0,106768.0,118980.0,125041.0,154157.0,157626.0,
2007-11-01,477547.0,248494.0,127039.0,281999.0,147175.0,178524.0,273922.0,260476.0,384188.0,143252.0,361141.0,179560.0,152768.0,544734.0,233796.0,314827.0,221538.0,252443.0,145079.0,221604.0,293524.0,264619.0,464363.0,321726.0,262015.0,180444.0,138233.0,205293.0,172724.0,238478.0,176127.0,303651.0,124372.0,133661.0,242422.0,320584.0,207442.0,133399.0,94922.0,112947.0,118485.0,358491.0,278516.0,198074.0,214858.0,106924.0,119053.0,125147.0,154659.0,157781.0,
2007-12-01,470904.0,244813.0,126997.0,280470.0,147479.0,178638.0,273943.0,256948.0,382403.0,142285.0,359326.0,179090.0,152436.0,544497.0,232808.0,308173.0,222394.0,251419.0,144685.0,220092.0,292257.0,265887.0,463747.0,319932.0,260622.0,180492.0,138087.0,205774.0,172613.0,239087.0,175928.0,302802.0,124727.0,133306.0,243009.0,319181.0,207819.0,132851.0,95017.0,112933.0,118461.0,355342.0,277249.0,198165.0,214969.0,107040.0,118875.0,125349.0,155282.0,157792.0,
2008-01-01,464521.0,240683.0,126921.0,278768.0,147079.0,178711.0,273941.0,253014.0,380925.0,141226.0,357408.0,178283.0,151871.0,543615.0,231763.0,299481.0,223253.0,250227.0,144364.0,218403.0,290376.0,266506.0,462770.0,318248.0,259084.0,180354.0,137812.0,206230.0,172425.0,240399.0,175908.0,301440.0,124936.0,132922.0,243537.0,316574.0,208042.0,132303.0,95150.0,112869.0,118369.0,352956.0,275196.0,198040.0,215013.0,107046.0,118840.0,125601.0,156002.0,157849.0,
2008-02-01,456471.0,236767.0,126876.0,276881.0,146559.0,178742.0,273672.0,248076.0,379781.0,139947.0,355176.0,177455.0,151411.0,542399.0,229323.0,290554.0,223764.0,249250.0,144272.0,216469.0,289211.0,266229.0,461567.0,316792.0,257956.0,180295.0,137580.0,207077.0,171961.0,240377.0,175745.0,299124.0,124955.0,132319.0,243500.0,314120.0,208289.0,131805.0,95330.0,112882.0,118341.0,351135.0,273558.0,197796.0,215090.0,107109.0,118663.0,125640.0,156513.0,157695.0,
2008-03-01,446819.0,232465.0,126951.0,274629.0,145915.0,178815.0,273465.0,242899.0,378059.0,138385.0,352778.0,176441.0,151042.0,542589.0,228725.0,281615.0,223262.0,248298.0,144171.0,214726.0,287572.0,264953.0,460084.0,315344.0,256570.0,180179.0,137306.0,207027.0,171225.0,240261.0,175378.0,296965.0,124890.0,131813.0,243719.0,311203.0,208506.0,131423.0,95438.0,112904.0,118306.0,349082.0,273021.0,197356.0,214909.0,106919.0,118592.0,125485.0,156775.0,157556.0,
2008-04-01,435600.0,228462.0,127019.0,272101.0,145784.0,178828.0,272990.0,236713.0,375353.0,136601.0,350675.0,175707.0,150901.0,542966.0,226554.0,274644.0,222717.0,247523.0,143838.0,213042.0,286182.0,263105.0,457915.0,313289.0,255586.0,180114.0,137140.0,206664.0,170408.0,239082.0,174979.0,294658.0,124763.0,131556.0,243481.0,309381.0,208496.0,131091.0,95536.0,112948.0,118077.0,346387.0,272757.0,196787.0,213984.0,106968.0,118179.0,125225.0,156742.0,157394.0,
2008-05-01,424103.0,223990.0,127186.0,269386.0,145618.0,178724.0,272266.0,232716.0,371824.0,134986.0,348943.0,174976.0,150777.0,545114.0,226366.0,269005.0,222519.0,246568.0,143433.0,211615.0,284069.0,261037.0,455916.0,310637.0,253280.0,179814.0,137043.0,204901.0,169763.0,238560.0,174644.0,291887.0,124596.0,131387.0,243653.0,307929.0,208136.0,130852.0,95637.0,112857.0,117846.0,342679.0,271997.0,196133.0,212682.0,107012.0,117544.0,125104.0,156698.0,157411.0,
2008-06-01,413409.0,219835.0,127285.0,267200.0,145417.0,178392.0,271348.0,228295.0,368541.0,133424.0,347383.0,174175.0,150558.0,545217.0,223844.0,262154.0,222997.0,245697.0,142936.0,210305.0,282010.0,258858.0,454019.0,307757.0,251014.0,179405.0,137064.0,203393.0,169358.0,237911.0,174352.0,289030.0,124458.0,131263.0,243467.0,306706.0,207594.0,130538.0,95820.0,112654.0,117623.0,338223.0,270020.0,195265.0,210785.0,107310.0,116920.0,124980.0,156810.0,157449.0,
2008-07-01,402362.0,215503.0,127251.0,264777.0,145255.0,177905.0,270160.0,223563.0,365494.0,131826.0,345456.0,173162.0,150161.0,540375.0,222944.0,254764.0,223261.0,244572.0,142447.0,208788.0,279940.0,256768.0,450732.0,305170.0,248646.0,178668.0,136989.0,201876.0,168910.0,237088.0,173696.0,285636.0,124223.0,131110.0,243427.0,305013.0,207224.0,130243.0,96033.0,112445.0,117599.0,332975.0,267861.0,194264.0,209353.0,107373.0,116274.0,124861.0,156928.0,157478.0,
2008-08-01,391960.0,210964.0,127281.0,262109.0,144785.0,177390.0,268965.0,217257.0,362564.0,129801.0,343219.0,171993.0,149617.0,533241.0,220167.0,247067.0,222913.0,243594.0,141906.0,206857.0,277607.0,254390.0,446504.0,302204.0,246721.0,177768.0,136659.0,200471.0,168359.0,236784.0,172901.0,282161.0,123838.0,130891.0,243651.0,302617.0,207065.0,129843.0,96168.0,112147.0,117623.0,328094.0,265458.0,193151.0,207903.0,107356.0,115821.0,124767.0,157155.0,157500.0,
2008-09-01,382506.0,206375.0,127253.0,259440.0,144170.0,176860.0,267615.0,211481.0,359476.0,127959.0,340325.0,170779.0,149013.0,525772.0,218379.0,239382.0,222634.0,242815.0,141416.0,204707.0,275125.0,252499.0,443250.0,299125.0,244858.0,176879.0,136334.0,198924.0,167632.0,236313.0,172082.0,278540.0,123350.0,130487.0,243638.0,299733.0,206841.0,129370.0,95339.0,111887.0,117663.0,323380.0,263530.0,192190.0,206941.0,107356.0,115329.0,124737.0,157332.0,157455.0,
2008-10-01,374585.0,201730.0,127280.0,257405.0,143485.0,176325.0,265950.0,206838.0,356148.0,126458.0,337336.0,169392.0,148496.0,522365.0,215370.0,232269.0,222329.0,242217.0,140983.0,202515.0,272513.0,250607.0,441924.0,296218.0,242642.0,176164.0,135846.0,197213.0,166576.0,235808.0,171387.0,274898.0,122999.0,129949.0,243854.0,296859.0,206486.0,128718.0,94381.0,111552.0,117669.0,319223.0,261239.0,190976.0,206004.0,107465.0,114984.0,124619.0,157588.0,157341.0,
2008-11-01,366428.0,197205.0,126994.0,255743.0,142867.0,175603.0,264181.0,200965.0,352608.0,125074.0,334383.0,167562.0,147918.0,518818.0,212955.0,224181.0,222393.0,241414.0,140337.0,200562.0,269967.0,248881.0,440424.0,293347.0,241176.0,175458.0,135498.0,195476.0,165347.0,235221.0,170327.0,271367.0,122648.0,129352.0,243787.0,294247.0,206273.0,128100.0,93444.0,111274.0,117566.0,315958.0,259591.0,189853.0,205321.0,107389.0,114774.0,124507.0,157864.0,156929.0,
2008-12-01,358645.0,192924.0,126704.0,254172.0,142309.0,174752.0,262567.0,194996.0,349559.0,123243.0,331864.0,165376.0,147326.0,515443.0,209799.0,217717.0,222256.0,240518.0,139677.0,198804.0,267174.0,246745.0,438053.0,290237.0,239425.0,174654.0,134890.0,193584.0,164203.0,234728.0,169325.0,267483.0,122174.0,128755.0,243650.0,292179.0,206214.0,127307.0,93346.0,110927.0,117429.0,312784.0,257894.0,188968.0,204109.0,107238.0,114621.0,124376.0,158059.0,156570.0,
2009-01-01,351485.0,188909.0,126252.0,252317.0,141790.0,173845.0,261092.0,189665.0,347425.0,120902.0,329714.0,163286.0,146785.0,512537.0,206486.0,210747.0,222171.0,239706.0,139054.0,197104.0,264871.0,243990.0,437752.0,287570.0,238601.0,173850.0,134477.0,191522.0,162525.0,234562.0,168120.0,263715.0,121810.0,128261.0,243415.0,290256.0,206276.0,126412.0,93612.0,110556.0,117342.0,309608.0,256602.0,188398.0,202745.0,107052.0,114294.0,124175.0,158363.0,156224.0,167370.0
2009-02-01,346993.0,185445.0,126092.0,250613.0,141647.0,173279.0,259862.0,186941.0,345603.0,118644.0,327565.0,161549.0,146404.0,508114.0,204122.0,205944.0,221704.0,239344.0,138670.0,195503.0,262177.0,241452.0,438183.0,284702.0,237463.0,173429.0,133941.0,189138.0,161578.0,234372.0,167150.0,260322.0,121500.0,128041.0,243861.0,289238.0,206148.0,125464.0,93785.0,110097.0,117326.0,306002.0,255227.0,187676.0,201604.0,106766.0,113961.0,123908.0,158290.0,156172.0,167539.0
2009-03-01,342932.0,182102.0,126021.0,248939.0,141654.0,172817.0,258753.0,183921.0,343688.0,116539.0,325316.0,160017.0,145995.0,504345.0,201638.0,200693.0,221388.0,239074.0,138371.0,193518.0,259619.0,238892.0,437880.0,281757.0,236550.0,173262.0,133452.0,186737.0,160696.0,234064.0,166388.0,256949.0,121373.0,128350.0,244442.0,287588.0,205656.0,124695.0,93960.0,109630.0,117259.0,302336.0,253606.0,186195.0,200387.0,106588.0,113719.0,123706.0,158138.0,156130.0,167532.0
2009-04-01,338854.0,178710.0,126259.0,247521.0,141741.0,172284.0,257827.0,180649.0,341006.0,114870.0,323499.0,158292.0,145418.0,500122.0,200424.0,195520.0,220857.0,238853.0,138038.0,191846.0,256742.0,237129.0,434723.0,277750.0,234574.0,173131.0,132777.0,184344.0,160728.0,233591.0,165637.0,254638.0,121202.0,128598.0,244694.0,286175.0,204988.0,124257.0,93780.0,109175.0,117125.0,298645.0,252153.0,185097.0,199389.0,106453.0,113577.0,123616.0,157661.0,156345.0,167333.0
2009-05-01,334861.0,175474.0,126396.0,246269.0,141770.0,171528.0,256945.0,176849.0,338339.0,113404.0,322449.0,156536.0,144669.0,495797.0,198533.0,189041.0,220361.0,238512.0,137578.0,190626.0,254302.0,235096.0,430821.0,274430.0,232740.0,172815.0,132171.0,182147.0,160272.0,233409.0,164707.0,252466.0,121050.0,128983.0,244142.0,283699.0,204480.0,123985.0,93574.0,108856.0,116897.0,295271.0,250345.0,184071.0,197197.0,106576.0,113360.0,123568.0,157244.0,156405.0,166883.0
2009-06-01,331578.0,172431.0,126559.0,245053.0,141730.0,170715.0,255928.0,173958.0,335715.0,112052.0,321797.0,154940.0,143950.0,490230.0,197260.0,182559.0,219495.0,238134.0,136942.0,189919.0,251829.0,233256.0,428644.0,271665.0,231406.0,172411.0,131525.0,180321.0,159843.0,233003.0,163547.0,250789.0,120910.0,129102.0,243627.0,281506.0,204124.0,123716.0,93368.0,108639.0,116683.0,292749.0,248880.0,184311.0,195586.0,106754.0,113054.0,123445.0,156825.0,156479.0,166379.0
2009-07-01,329358.0,169970.0,126609.0,243959.0,141749.0,169950.0,254896.0,171526.0,333419.0,110964.0,321281.0,153707.0,143289.0,485216.0,195974.0,176321.0,218511.0,237530.0,136256.0,189376.0,249395.0,231563.0,425755.0,269919.0,230392.0,172002.0,130939.0,178479.0,159217.0,232211.0,162586.0,248984.0,120607.0,129242.0,243103.0,279162.0,203736.0,123325.0,93127.0,108390.0,116447.0,290126.0,247654.0,183831.0,193856.0,106917.0,112813.0,123368.0,156322.0,156346.0,166066.0
2009-08-01,327379.0,167611.0,126626.0,242832.0,141539.0,169036.0,253767.0,169222.0,331484.0,109820.0,320726.0,152660.0,142795.0,481809.0,194770.0,171794.0,217362.0,237018.0,135705.0,188887.0,247536.0,229959.0,423500.0,268216.0,229455.0,171498.0,130305.0,176694.0,158808.0,231010.0,161889.0,247708.0,120281.0,129316.0,242662.0,277756.0,203100.0,122901.0,92968.0,108051.0,116245.0,287905.0,246928.0,183585.0,193319.0,107072.0,112462.0,123251.0,155877.0,156037.0,166385.0
2009-09-01,325894.0,165448.0,126581.0,241770.0,141331.0,168272.0,252908.0,167131.0,329874.0,108837.0,320432.0,151609.0,142379.0,476901.0,192832.0,168287.0,216279.0,236617.0,135180.0,188173.0,246270.0,228384.0,420471.0,266767.0,228316.0,171055.0,129720.0,174734.0,158286.0,230011.0,161236.0,246989.0,119950.0,129593.0,242212.0,276424.0,202428.0,122535.0,92085.0,107660.0,116010.0,285334.0,246193.0,182572.0,192641.0,107184.0,112090.0,123141.0,155409.0,155703.0,166878.0
2009-10-01,325378.0,163686.0,126610.0,240871.0,141065.0,167660.0,252265.0,164853.0,328770.0,107637.0,320153.0,150515.0,142076.0,471488.0,191073.0,166156.0,215671.0,236477.0,134816.0,187295.0,245372.0,226956.0,417434.0,265866.0,227396.0,170794.0,129254.0,173130.0,157763.0,229385.0,160620.0,246640.0,119675.0,129999.0,241768.0,275400.0,201771.0,122294.0,91225.0,107317.0,115866.0,283599.0,245564.0,182575.0,191964.0,107201.0,111654.0,123014.0,155072.0,155377.0,167232.0
2009-11-01,327115.0,162677.0,126642.0,240523.0,141196.0,167291.0,251892.0,164521.0,328057.0,106690.0,320305.0,149540.0,141787.0,467025.0,189395.0,164404.0,215060.0,236612.0,134770.0,186449.0,244478.0,226062.0,416942.0,265463.0,226929.0,170809.0,128878.0,171859.0,157169.0,228845.0,160167.0,246869.0,119544.0,130297.0,241834.0,273793.0,201045.0,121982.0,90275.0,107185.0,115769.0,282292.0,244878.0,182146.0,191167.0,107355.0,111339.0,122930.0,154770.0,155325.0,166960.0
2009-12-01,329744.0,161829.0,126600.0,240639.0,141339.0,166860.0,251619.0,164601.0,327883.0,105809.0,321100.0,148767.0,141592.0,467180.0,188847.0,162463.0,214471.0,236913.0,134930.0,186089.0,243736.0,225354.0,419090.0,265063.0,226765.0,170940.0,128564.0,171273.0,156734.0,228462.0,159914.0,246986.0,119488.0,130733.0,242213.0,272396.0,200619.0,121702.0,90059.0,107159.0,115790.0,281535.0,244106.0,181777.0,190807.0,107480.0,111095.0,122866.0,154735.0,155071.0,166735.0
2010-01-01,331920.0,161155.0,126511.0,241167.0,141337.0,166467.0,251397.0,164624.0,327853.0,105310.0,322431.0,147966.0,141498.0,469309.0,187939.0,161618.0,213567.0,237592.0,134928.0,185952.0,242905.0,224497.0,421575.0,263685.0,226853.0,171250.0,128406.0,170184.0,156686.0,228128.0,159790.0,248258.0,119423.0,131223.0,243064.0,271003.0,200381.0,121407.0,90019.0,107295.0,115759.0,281232.0,243686.0,181569.0,190533.0,107685.0,110983.0,122880.0,154891.0,155080.0,166733.0
2010-02-01,332303.0,160528.0,126323.0,241600.0,141308.0,166014.0,251428.0,163398.0,327944.0,104714.0,324015.0,147317.0,141418.0,473880.0,187593.0,160744.0,212878.0,238263.0,134659.0,186145.0,242272.0,223693.0,421637.0,262393.0,226567.0,171636.0,128277.0,169431.0,156916.0,227948.0,159556.0,249337.0,119479.0,131643.0,243116.0,270518.0,200466.0,121361.0,90123.0,107381.0,115729.0,280610.0,243571.0,181625.0,190544.0,107799.0,110941.0,122959.0,154955.0,155095.0,166728.0
2010-03-01,333509.0,160155.0,126421.0,242043.0,141396.0,165701.0,251508.0,162230.0,327756.0,104405.0,325105.0,146824.0,141449.0,475745.0,186345.0,159984.0,212661.0,238785.0,134632.0,186769.0,242158.0,223011.0,420722.0,261272.0,226027.0,172184.0,127943.0,168233.0,157243.0,228077.0,159236.0,250541.0,119507.0,131685.0,243326.0,270716.0,200527.0,121300.0,90423.0,107500.0,115804.0,280304.0,243570.0,181974.0,191112.0,108014.0,110855.0,123223.0,155091.0,155366.0,166467.0
2010-04-01,335004.0,159785.0,126519.0,242521.0,141700.0,165610.0,251982.0,161895.0,327569.0,104316.0,326312.0,146692.0,141506.0,478599.0,186783.0,158561.0,212576.0,238796.0,134877.0,187362.0,241931.0,222746.0,422550.0,261644.0,225329.0,172650.0,127497.0,167641.0,157527.0,228172.0,159062.0,250245.0,119721.0,132168.0,243475.0,271769.0,200696.0,121360.0,90722.0,107559.0,115969.0,280069.0,243230.0,181425.0,192287.0,108309.0,110704.0,123435.0,155224.0,155435.0,166165.0
2010-05-01,336600.0,159230.0,126726.0,242846.0,141938.0,165586.0,252365.0,161155.0,327152.0,104550.0,326913.0,146507.0,141599.0,478826.0,186219.0,157274.0,212904.0,238289.0,135093.0,187828.0,241088.0,222334.0,427305.0,262027.0,224900.0,172891.0,126999.0,166965.0,157663.0,228294.0,159039.0,249617.0,119753.0,132412.0,244175.0,272415.0,201010.0,121360.0,90986.0,107639.0,116131.0,280375.0,242996.0,180933.0,193192.0,108611.0,110494.0,123568.0,155532.0,155615.0,166176.0
2010-06-01,335879.0,158374.0,126748.0,242641.0,141910.0,165399.0,252934.0,160225.0,326515.0,104795.0,327454.0,146150.0,141523.0,481792.0,186847.0,156897.0,212808.0,237442.0,134870.0,187574.0,239770.0,221307.0,431491.0,261515.0,224563.0,172824.0,126533.0,165412.0,157393.0,228282.0,158844.0,249236.0,119801.0,132414.0,244376.0,272860.0,201237.0,121308.0,91240.0,107600.0,116073.0,280103.0,242751.0,179712.0,192725.0,108675.0,110295.0,123469.0,155684.0,155762.0,166464.0
2010-07-01,334160.0,157219.0,126508.0,241659.0,141515.0,164833.0,253167.0,157769.0,325422.0,104603.0,326928.0,145210.0,141306.0,483024.0,184839.0,156265.0,212601.0,236371.0,134345.0,186975.0,238243.0,219603.0,432959.0,259606.0,224544.0,172417.0,125882.0,163458.0,156834.0,228647.0,158348.0,249119.0,119656.0,131505.0,244552.0,272229.0,201083.0,120985.0,91412.0,107360.0,115922.0,279038.0,242292.0,178577.0,191504.0,108462.0,109958.0,123272.0,155746.0,155692.0,167124.0
2010-08-01,331707.0,155816.0,125966.0,240484.0,140887.0,164130.0,252871.0,156024.0,323812.0,104153.0,326013.0,143994.0,140951.0,484441.0,183691.0,155398.0,212137.0,235227.0,133618.0,185589.0,236465.0,217442.0,433177.0,256942.0,224607.0,171797.0,125201.0,161563.0,155694.0,229010.0,157750.0,248834.0,119388.0,130504.0,244764.0,271206.0,200750.0,120556.0,91652.0,107105.0,115727.0,276898.0,241054.0,177413.0,190299.0,108191.0,109546.0,122994.0,155782.0,155481.0,167782.0
2010-09-01,329564.0,154344.0,125300.0,239377.0,140232.0,163374.0,252129.0,153663.0,321714.0,103363.0,323958.0,142369.0,140506.0,484705.0,181512.0,153903.0,211803.0,234065.0,132778.0,183778.0,234118.0,215851.0,431242.0,254534.0,224882.0,170925.0,124623.0,159619.0,154212.0,229116.0,157003.0,247526.0,118878.0,129502.0,244732.0,269665.0,200365.0,120000.0,91276.0,106657.0,115571.0,274574.0,239669.0,176355.0,189549.0,107868.0,109033.0,122657.0,155677.0,155304.0,168619.0
2010-10-01,327227.0,152824.0,124831.0,238469.0,139612.0,162664.0,250969.0,152181.0,319351.0,102573.0,322008.0,140983.0,139978.0,485062.0,180095.0,152665.0,211338.0,233027.0,131854.0,181859.0,231873.0,214312.0,429569.0,251880.0,224443.0,169962.0,124173.0,157723.0,152775.0,229279.0,156228.0,245862.0,118338.0,128675.0,244407.0,267372.0,200198.0,119388.0,90788.0,106247.0,115398.0,272481.0,237708.0,174613.0,188678.0,107436.0,108522.0,122244.0,155623.0,155157.0,169055.0
2010-11-01,325309.0,151298.0,124419.0,237513.0,138978.0,161923.0,249923.0,150281.0,317186.0,101627.0,320283.0,139461.0,139444.0,487058.0,177779.0,152071.0,210518.0,232075.0,130907.0,180226.0,229886.0,212508.0,426493.0,249433.0,223435.0,168928.0,123564.0,155690.0,151438.0,229410.0,155460.0,244245.0,117737.0,127907.0,243683.0,264663.0,199829.0,118638.0,90190.0,105701.0,115015.0,270397.0,235906.0,172827.0,187693.0,106795.0,108149.0,121861.0,155552.0,154898.0,169343.0
2010-12-01,324126.0,149879.0,124003.0,236840.0,138467.0,161218.0,248875.0,148607.0,315244.0,100783.0,319668.0,138118.0,138856.0,487730.0,175746.0,151292.0,209454.0,231147.0,130020.0,178253.0,227949.0,210203.0,426246.0,247024.0,222314.0,168007.0,122843.0,153913.0,150363.0,229681.0,154553.0,243374.0,117281.0,127444.0,243389.0,262209.0,199556.0,117816.0,90035.0,105230.0,114554.0,268314.0,234387.0,171302.0,186504.0,106335.0,108048.0,121466.0,155518.0,154270.0,169430.0
2011-01-01,323164.0,148417.0,123579.0,236231.0,138013.0,160467.0,248255.0,146655.0,313735.0,99850.0,318934.0,136723.0,138162.0,488641.0,173952.0,149704.0,208255.0,230410.0,129245.0,176497.0,226105.0,208206.0,424832.0,245068.0,221489.0,167233.0,122107.0,152309.0,149335.0,229451.0,153534.0,242534.0,116840.0,127275.0,243049.0,261157.0,199420.0,117076.0,89900.0,104830.0,113937.0,266467.0,233065.0,171121.0,186468.0,106045.0,108060.0,121186.0,155433.0,153232.0,169450.0
2011-02-01,322122.0,147068.0,123259.0,235578.0,137549.0,159790.0,247744.0,144865.0,312198.0,99127.0,317657.0,135672.0,137584.0,488047.0,172562.0,147654.0,206916.0,229710.0,128583.0,174594.0,224095.0,206388.0,424693.0,243577.0,221466.0,166624.0,121524.0,150683.0,148271.0,229218.0,152366.0,242050.0,116445.0,127249.0,242607.0,260710.0,199481.0,116382.0,89773.0,104557.0,113386.0,265640.0,231915.0,171067.0,186911.0,105897.0,108002.0,120860.0,155171.0,152231.0,169549.0
